DebugSize,DebugRVA,MajorImageVersion,MajorOSVersion,ExportRVA,ExportSize,IatVRA,MajorLinkerVersion,MinorLinkerVersion,NumberOfSections,SizeOfStackReserve,DllCharacteristics,ResourceSize,BitcoinAddresses,Label,Debug_Total,Version_Combined,Linker_Sum,Export_Ratio,Stack_to_Resource
84,86988,10,6,8348,165,98304,14,10,5,1048576,320,2888,0,0,87072,60,24,0.019762845849802372,362.95465559016964
84,11024,10,10,160160,189,196608,14,10,6,262144,16704,1088,0,0,11108,100,24,0.0011800625620469402,240.71992653810835
84,172224,10,10,181344,192,169544,14,10,7,262144,16736,1088,0,0,172308,100,24,0.0010587554109570156,240.71992653810835
0,0,0,4,0,0,8192,8,0,3,1048576,1344,952,0,0,0,0,8,0.0,1100.289611752361
0,0,0,4,0,0,8192,8,0,3,1048576,34112,960,0,0,0,0,8,0.0,1091.130072840791
0,0,0,4,0,0,8192,8,0,3,1048576,1344,968,0,0,0,0,8,0.0,1082.1217750257997
84,119964,0,6,143360,147,122880,14,10,6,1048576,320,2032,0,0,120048,0,24,0.0010253834724925188,515.777668470241
28,4096,0,6,4128,56,0,14,10,2,1048576,1344,9076,0,0,4124,0,24,0.013562605957859046,115.52010576181557
0,0,0,4,0,0,128064,2,27,10,2097152,0,2760,0,0,0,0,29,0.0,759.5624773632742
28,36864,0,4,0,0,53924,2,25,9,2097152,32768,2760,0,0,36892,0,27,0.0,759.5624773632742
28,4864,6,6,56608,182,4096,9,0,5,262144,64,1632,0,0,4892,36,9,0.0032150364782985038,160.5290875688916
28,4880,6,6,59808,182,4096,9,0,5,262144,64,1632,0,0,4908,36,9,0.0030430202812285778,160.5290875688916
28,4720,6,6,83296,148,4096,9,0,6,262144,64,1432,0,0,4748,36,9,0.0017767746737577584,182.93370551290997
28,4864,6,6,82992,182,4096,9,0,5,262144,64,1632,0,0,4892,36,9,0.0021929560324364704,160.5290875688916
28,4880,6,6,86512,182,4096,9,0,5,262144,64,1632,0,0,4908,36,9,0.0021037300752488066,160.5290875688916
28,4464,6,6,83184,182,94208,11,0,6,262144,16736,1568,0,0,4492,36,11,0.002187894452124782,167.07711918419375
28,4464,6,6,83264,182,94208,11,0,6,262144,16736,1568,0,0,4492,36,11,0.002185792349726776,167.07711918419375
28,5152,6,6,196256,182,4096,9,0,5,262144,64,1632,0,0,5180,36,9,0.0009273554573849595,160.5290875688916
28,5168,6,6,200464,182,4096,9,0,5,262144,64,1632,0,0,5196,36,9,0.0009078891577083281,160.5290875688916
84,136416,10,10,158752,112,130680,14,10,7,262144,16736,1328,0,0,136500,100,24,0.0007054984787689052,197.24905944319036
0,0,6,5,0,0,94972,2,25,8,1048576,32768,45056,0,0,0,30,27,0.0,23.27221075526555
0,0,0,4,0,0,373716,2,27,10,2097152,0,2512,0,0,0,0,29,0.0,834.5212892956625
28,53370,1,4,32768,97,37272,2,29,11,2097152,0,0,0,0,53398,4,31,0.002960114742592084,2097152.0
84,13168,10,10,14992,188,12560,14,10,7,262144,16736,1040,0,0,13252,100,24,0.012539184952978056,251.81940441882804
28,718736,10,6,870608,52135,708608,12,10,7,1048576,16736,1056,0,0,718764,60,22,0.059883368998023226,992.0302743614002
0,0,0,4,0,0,319488,8,0,5,1048576,33024,784,0,0,0,0,8,0.0,1335.7656050955413
84,45056,10,10,62112,552,41496,14,10,7,262144,16736,1376,0,0,45140,100,24,0.008887028480350329,190.37327523602033
56,115312,0,6,147072,748,114688,12,0,5,1048576,320,1504,0,0,115368,0,12,0.005085909718303155,696.7282392026578
28,8400,0,4,0,0,8192,11,0,3,1048576,34112,1064,0,0,8428,0,11,0.0,984.5784037558685
84,123152,10,10,0,0,77824,14,10,6,524288,49504,6320,0,0,123236,100,24,0.0,82.9438380003164
84,33584,10,10,329472,143,335872,14,10,6,262144,16704,2592,0,0,33668,100,24,0.0004340264604383364,101.09679907443116
84,41188,0,6,57344,112,45056,14,10,4,1048576,320,0,0,0,41272,0,24,0.0019530909407969308,1048576.0
0,0,0,4,0,0,107244,5,0,5,1048576,0,41640,0,0,0,0,5,0.0,25.18133570279292
56,74144,0,6,99936,292,73728,12,0,5,1048576,320,1488,0,0,74200,0,12,0.0029218407596785976,704.2149093351243
84,21392,10,10,83632,172,90112,14,10,6,262144,16704,438488,0,0,21476,100,24,0.0020566044503963748,0.5978348373619407
28,1658984,0,4,1622016,58,1629428,2,30,13,2097152,320,3000,0,0,1659012,0,32,3.575794828290949e-05,698.817727424192
28,2646110,0,4,2609152,48,2616120,2,30,13,2097152,320,3000,0,0,2646138,0,32,1.839677473877538e-05,698.817727424192
0,0,1,4,0,0,7331840,3,0,5,131072,0,35744,0,0,0,4,3,0.0,3.6668624982515037
84,38080,10,10,42416,168,33776,14,10,6,262144,16736,992,0,0,38164,100,24,0.003960676143998868,263.99194360523666
28,5072,6,6,48128,165,4096,9,0,5,262144,320,992,0,0,5100,36,9,0.0034282864800847723,263.99194360523666
28,4432,6,6,137968,125,151552,11,0,6,262144,16736,704,0,0,4460,36,11,0.0009060006233284288,371.8354609929078
28,7424,6,6,0,0,4096,9,0,5,524288,33088,66880,0,0,7452,36,9,0.0,7.839117238079575
84,10416,10,10,0,0,143360,14,10,7,262144,49600,66880,0,0,10500,100,24,0.0,3.9195586190397873
84,152544,10,10,0,0,140952,14,10,8,524288,49632,66880,0,0,152628,100,24,0.0,7.839117238079575
28,5760,6,6,0,0,4096,9,0,4,262144,33088,66880,0,0,5788,36,9,0.0,3.9195586190397873
84,10352,10,10,157696,142,167936,14,10,6,262144,16704,500360,0,0,10436,100,24,0.0009004610106723653,0.5239097371697634
84,164192,10,10,193184,144,155008,14,10,7,262144,16736,500360,0,0,164276,100,24,0.0007453994875378523,0.5239097371697634
28,4752,6,6,69136,142,4096,9,0,4,262144,320,142280,0,0,4780,36,9,0.002053892995067764,1.842438554691069
28,5408,6,6,86912,142,4096,9,0,5,262144,320,142280,0,0,5436,36,9,0.0016338177257717488,1.842438554691069
84,206896,10,10,0,0,177648,14,10,6,524288,49504,2937496,0,0,206980,100,24,0.0,0.17848120355527172
28,6928,6,6,0,0,4096,9,0,5,524288,33088,252400,0,0,6956,36,9,0.0,2.0772025467410984
84,9024,10,10,0,0,8464,14,10,6,524288,49504,1056,0,0,9108,100,24,0.0,496.0151371807001
84,80152,0,6,118784,214,81920,14,10,5,1048576,320,1344,0,0,80236,0,24,0.001801574272845898,779.6104089219331
84,11248,10,10,57072,318,65536,14,10,5,262144,16704,1000,0,0,11332,100,24,0.00557181153960717,261.8821178821179
84,68656,10,10,79520,328,58256,14,10,6,262144,16736,1000,0,0,68740,100,24,0.004124696621018348,261.8821178821179
28,20480,0,4,0,0,70192,2,28,17,2097152,32768,1256,0,0,20508,0,30,0.0,1668.378679395386
84,96368,10,10,601584,632,618496,14,10,5,262144,16704,280860,0,0,96452,100,24,0.001050558108995404,0.933358494059339
84,733184,10,10,786080,632,632312,14,10,6,262144,16736,280860,0,0,733268,100,24,0.0008039883930536421,0.933358494059339
28,5760,6,6,700112,632,4096,9,0,5,262144,64,283092,0,0,5788,36,9,0.00090271141944229,0.9259995831758469
84,4416,10,10,5984,857,12288,14,10,5,262144,17728,992,0,0,4500,100,24,0.14319131161236423,263.99194360523666
84,9024,10,10,9680,860,8464,14,10,6,262144,16736,992,0,0,9108,100,24,0.08883379816134697,263.99194360523666
28,4240,6,6,6224,857,4096,9,0,4,262144,1344,992,0,0,4268,36,9,0.1376706827309237,263.99194360523666
28,4432,6,6,7888,857,4096,9,0,5,262144,320,992,0,0,4460,36,9,0.10863227278489035,263.99194360523666
28,4688,6,6,49792,569,4096,9,0,5,262144,320,1328,0,0,4716,36,9,0.011427309059506357,197.24905944319036
56,255744,15,6,274624,172,167936,14,11,5,1048576,16704,405040,0,0,255800,90,25,0.0006263086026399635,2.5888144656960654
56,293280,15,6,333424,172,184320,14,11,6,1048576,16736,405040,0,0,293336,90,25,0.0005158581390117717,2.5888144656960654
56,4096,15,6,0,0,0,14,11,2,1048576,1344,370504,0,0,4152,90,25,0.0,2.8301264490357756
56,4096,15,6,0,0,0,14,11,2,1048576,352,370504,0,0,4152,90,25,0.0,2.8301264490357756
28,25072,0,4,0,0,8192,48,0,3,1048576,34144,1792,0,0,25100,0,48,0.0,584.8165086447295
56,1685152,15,6,1930272,232,1572864,14,11,6,1048576,16704,11576,0,0,1685208,90,25,0.00012019025288132818,90.5740692752872
56,238800,15,6,264832,236,217088,14,11,5,1048576,16704,7768,0,0,238856,90,25,0.0008911276162713862,134.9692367100013
84,4096,15,6,0,0,0,14,11,2,1048576,1344,6956,0,0,4180,90,25,0.0,150.722437832399
84,4096,15,6,0,0,0,14,11,2,1048576,1344,6936,0,0,4180,90,25,0.0,151.15698428715584
84,4096,15,6,0,0,0,14,11,2,1048576,1344,6704,0,0,4180,90,25,0.0,156.38717375093213
84,4096,15,6,0,0,0,14,11,2,1048576,1344,3376,0,0,4180,90,25,0.0,310.5051821143026
84,4096,15,6,0,0,0,14,11,2,1048576,1344,7256,0,0,4180,90,25,0.0,144.49166322171698
84,4096,15,6,0,0,0,14,11,2,1048576,1344,6520,0,0,4180,90,25,0.0,160.79987731942953
84,4096,15,6,0,0,0,14,11,2,1048576,1344,7460,0,0,4180,90,25,0.0,140.54094625385338
84,4096,15,6,0,0,0,14,11,2,1048576,1344,6440,0,0,4180,90,25,0.0,162.79708119857165
84,4096,15,6,0,0,0,14,11,2,1048576,1344,7744,0,0,4180,90,25,0.0,135.3874757908328
84,4096,15,6,0,0,0,14,11,2,1048576,1344,7212,0,0,4180,90,25,0.0,145.37307638985166
56,329052,0,5,0,0,0,11,0,4,0,34112,1066,0,0,329108,0,11,0.0,0.0
28,242976,0,5,0,0,241664,10,0,7,1048576,33088,14608,0,0,243004,0,10,0.0,71.77602847559723
28,122880,0,4,0,0,144448,2,28,9,2097152,32768,1256,0,0,122908,0,30,0.0,1668.378679395386
84,4528,10,10,15696,808,24576,14,10,5,262144,17728,984,0,0,4612,100,24,0.05147480410269478,266.13604060913707
28,4288,6,6,16384,808,4096,9,0,4,262144,1344,984,0,0,4316,36,9,0.04931339639914556,266.13604060913707
28,545984,502,5,768000,81,544768,10,0,6,1048576,448,960,0,0,546012,2510,10,0.00010546861267107726,1091.130072840791
28,434784,502,5,581280,81,434176,10,0,5,1048576,448,960,0,0,434812,2510,10,0.00013934740684797887,1091.130072840791
84,544928,10,10,606016,9016,332032,14,10,7,524288,49504,2528,0,0,545012,100,24,0.014877470433997727,207.31039936733887
28,7104,6,6,562528,9044,4096,9,0,5,524288,33088,2528,0,0,7132,36,9,0.016077393343276524,207.31039936733887
84,64224,10,6,213376,272,225280,14,10,5,1048576,33088,50112,0,0,64308,60,24,0.0012747390768452081,20.92423123740347
28,4096,10,6,0,0,0,14,10,2,1048576,1344,155032,0,0,4124,60,24,0.0,6.76356646649423
84,307028,10,6,62084,224,319488,14,10,7,1048576,320,1624,0,0,307112,60,24,0.003607956833373601,645.2775384615385
84,11088,10,6,4360,163,16384,14,10,5,1048576,1344,984,0,0,11172,60,24,0.03737674845218986,1064.5441624365483
84,11088,10,6,4360,163,16384,14,10,5,1048576,1344,1000,0,0,11172,60,24,0.03737674845218986,1047.5284715284715
28,4096,10,6,0,0,0,14,10,2,1048576,1344,76360,0,0,4124,60,24,0.0,13.731826455913358
56,11340,0,4,0,0,8192,48,0,3,1048576,34144,2212,0,0,11396,0,48,0.0,473.8255761409851
28,41312,0,5,48864,74,40960,9,0,5,1048576,320,1552,0,0,41340,0,9,0.0015143763429857772,675.1938184159691
28,45760,0,5,55024,74,45056,9,0,6,1048576,320,1560,0,0,45788,0,9,0.0013448432530667879,671.7335041639974
0,0,0,5,0,0,0,9,0,1,1048576,1024,808,0,0,0,0,9,0.0,1296.1384425216315
84,44176,10,6,0,0,319488,14,10,7,1048576,33088,1824,0,0,44260,60,24,0.0,574.5621917808219
84,319024,10,6,354288,244,262144,14,10,8,1048576,352,1056,0,0,319108,60,24,0.0006887032902517437,992.0302743614002
84,38032,10,6,261600,243,274432,14,10,7,1048576,320,1048,0,0,38116,60,24,0.0009288955317449093,999.5958055290753
84,38032,10,6,261600,243,274432,14,10,7,1048576,320,1056,0,0,38116,60,24,0.0009288955317449093,992.0302743614002
28,5360,6,6,0,0,4096,9,0,5,524288,33088,2176,0,0,5388,36,9,0.0,240.8305006890216
84,31856,10,10,0,0,106496,14,10,5,262144,49472,2168,0,0,31940,100,24,0.0,120.85938220378054
84,124160,10,10,0,0,93616,14,10,6,524288,49504,2176,0,0,124244,100,24,0.0,240.8305006890216
28,4736,6,6,0,0,4096,9,0,4,262144,33088,2168,0,0,4764,36,9,0.0,120.85938220378054
84,14720,10,10,15776,116,12560,14,10,6,262144,16736,1104,0,0,14804,100,24,0.007352475122013057,237.2343891402715
28,4512,6,6,34176,113,4096,9,0,5,262144,320,1104,0,0,4540,36,9,0.0033063171138484945,237.2343891402715
28,16384,0,4,32768,147,37240,2,28,10,2097152,0,0,0,0,16412,0,30,0.004485947084134395,2097152.0
84,147536,10,10,171008,184,131584,14,10,7,262144,16736,1392,0,0,147620,100,24,0.0010759667619832875,188.18664752333095
84,42064,10,10,0,0,36280,14,10,6,524288,49504,2160,0,0,42148,100,24,0.0,242.61360481258677
84,5152,10,10,8848,163,16384,14,10,5,262144,16704,1032,0,0,5236,100,24,0.018420160470109616,253.76960309777348
84,10688,10,10,11616,164,9856,14,10,6,262144,16736,1032,0,0,10772,100,24,0.014117241972970646,253.76960309777348
28,4288,6,6,8800,163,4096,9,0,5,262144,320,1032,0,0,4316,36,9,0.018520622656516304,253.76960309777348
28,4480,6,6,11104,163,4096,9,0,6,262144,320,1032,0,0,4508,36,9,0.014678072940117064,253.76960309777348
0,0,0,4,0,0,36864,6,0,4,1048576,0,66232,0,0,0,0,6,0.0,15.831624718795766
112,104672,0,6,0,0,81920,14,0,6,1048576,33088,1368,0,0,104784,0,14,0.0,765.9430241051863
84,4416,10,10,0,0,12288,14,10,5,262144,49472,175080,0,0,4500,100,24,0.0,1.4972726909259142
84,9040,10,10,0,0,8464,14,10,6,524288,49504,175088,0,0,9124,100,24,0.0,2.9944085579333937
84,36800,10,10,0,0,32000,14,10,6,524288,49504,1032,0,0,36884,100,24,0.0,507.53920619554697
28,155796,0,4,0,0,8192,48,0,3,1048576,34144,60044,0,0,155824,0,48,0.0,17.46316928969939
28,442467,0,4,307200,53,312160,2,30,13,2097152,320,111640,0,0,442495,0,32,0.00017252548006028626,18.78478336811745
28,442466,0,4,307200,52,312160,2,30,13,2097152,320,111024,0,0,442494,0,32,0.00016927028232329973,18.889006980409818
28,98360,0,4,0,0,8192,48,0,3,1048576,34144,60136,0,0,98388,0,48,0.0,17.436453431331792
28,1532015,0,4,1499136,65,1506016,2,30,13,2097152,320,3000,0,0,1532043,0,32,4.335827879640086e-05,698.817727424192
28,1556591,1,4,1495040,65,1500616,2,29,12,2097152,320,3000,0,0,1556619,4,31,4.3477068521866624e-05,698.817727424192
28,57484,0,4,0,0,41564,2,30,11,2097152,0,1256,0,0,57512,0,32,0.0,1668.378679395386
28,49292,1,4,0,0,33104,2,29,10,2097152,0,1256,0,0,49320,4,31,0.0,1668.378679395386
28,1540197,0,4,1507328,55,1514240,2,30,13,2097152,320,3000,0,0,1540225,0,32,3.648838442038865e-05,698.817727424192
28,2084970,0,4,2052096,60,2058960,2,30,13,2097152,320,3000,0,0,2084998,0,32,2.9238383955534264e-05,698.817727424192
28,1855594,1,4,1789952,60,1795520,2,29,12,2097152,320,3000,0,0,1855622,4,31,3.352043321807891e-05,698.817727424192
28,442470,0,4,307200,52,312160,2,30,13,2097152,320,110856,0,0,442498,0,32,0.00016927028232329973,18.91763262581524
28,1532011,0,4,1499136,61,1506000,2,30,13,2097152,320,3000,0,0,1532039,0,32,4.069007702431465e-05,698.817727424192
28,1646697,0,4,1609728,59,1616812,2,30,13,2097152,320,3000,0,0,1646725,0,32,3.665213212907266e-05,698.817727424192
28,1679465,1,4,1613824,59,1619508,2,29,12,2097152,320,3000,0,0,1679493,4,31,3.6559106470652024e-05,698.817727424192
28,1663080,0,4,1626112,58,1633288,2,30,13,2097152,320,3000,0,0,1663108,0,32,3.566787793960198e-05,698.817727424192
28,331878,0,4,307200,56,312160,2,30,13,2097152,320,3000,0,0,331906,0,32,0.00018229107327124585,698.817727424192
28,323682,1,4,299008,48,303596,2,29,12,2097152,320,3000,0,0,323710,4,31,0.00016053028504158738,698.817727424192
56,598720,14,6,670736,25642,598016,12,0,5,1048576,320,1512,0,0,598776,84,12,0.03822958924287761,693.044282881692
28,302928,0,4,0,0,8192,48,0,3,1048576,34144,1628,0,0,302956,0,48,0.0,643.6930632289748
28,442467,0,4,307200,49,312160,2,30,13,2097152,320,110856,0,0,442495,0,32,0.00015950468911234012,18.91763262581524
56,3368880,0,6,3748176,424,3067904,14,10,6,1048576,320,1152,0,0,3368936,0,24,0.00011312165887576814,909.4327840416305
28,32768,0,4,0,0,49736,2,28,9,2097152,32768,1256,0,0,32796,0,30,0.0,1668.378679395386
84,1598932,0,6,1638400,209,1601536,14,10,6,1048576,320,1176,0,0,1599016,0,24,0.00012756339870398028,890.8887000849618
56,2528640,0,6,2781424,208,2277376,14,10,6,1048576,320,1152,0,0,2528696,0,24,7.478181148152476e-05,909.4327840416305
28,323686,1,4,299008,56,303596,2,29,12,2097152,320,3000,0,0,323714,4,31,0.0001872853325485186,698.817727424192
28,1663082,0,4,1626112,60,1633196,2,30,13,2097152,320,3000,0,0,1663110,0,32,3.68978047651055e-05,698.817727424192
28,1695850,1,4,1626112,60,1631796,2,29,12,2097152,320,3000,0,0,1695878,4,31,3.68978047651055e-05,698.817727424192
28,1511536,0,4,1478656,66,1485520,2,30,13,2097152,320,3000,0,0,1511564,0,32,4.463509793008115e-05,698.817727424192
28,1544304,1,4,1482752,66,1488320,2,29,12,2097152,320,3000,0,0,1544332,4,31,4.451179663774074e-05,698.817727424192
28,1511529,0,4,1478656,59,1485520,2,30,13,2097152,320,3000,0,0,1511557,0,32,3.990107239204224e-05,698.817727424192
28,1544297,1,4,1482752,59,1488320,2,29,12,2097152,320,3000,0,0,1544325,4,31,3.979084850949551e-05,698.817727424192
28,1609834,0,4,1576960,60,1583840,2,30,13,2097152,320,3000,0,0,1609862,0,32,3.804786548303985e-05,698.817727424192
56,1165264,0,6,1563024,4803,1163264,12,10,5,1048576,33088,2800,0,0,1165320,0,22,0.003072887509796708,374.35772938236346
84,1935200,0,6,2084528,18020,1638400,14,10,6,1048576,49472,2784,1,0,1935284,0,24,0.008644638668975102,376.5084380610413
56,1220288,0,6,1324976,864,1007616,14,10,8,1048576,33088,391420,1,0,1220344,0,24,0.000652086790940522,2.678895613674279
56,42688,0,6,0,0,36864,14,10,7,1048576,33088,100388,0,0,42744,0,24,0.0,10.445128450328223
84,18560,10,10,167504,932,184320,14,10,6,262144,16704,21344,0,0,18644,100,24,0.005564013014536879,12.281283672991332
84,183696,10,10,204816,932,181344,14,10,7,262144,16736,21344,0,0,183780,100,24,0.004550403530956903,12.281283672991332
28,4544,6,6,231184,932,4096,9,0,4,262144,320,19984,0,0,4572,36,9,0.00403140342150226,13.117037778333751
28,4944,6,6,217136,932,4096,9,0,5,262144,320,19984,0,0,4972,36,9,0.0042922210401727945,13.117037778333751
84,34768,10,10,87616,193,94208,14,10,6,262144,16704,972376,0,0,34852,100,24,0.002202768869055092,0.26959090969860455
84,90208,10,10,104528,196,58288,14,10,7,262144,16736,972376,0,0,90292,100,24,0.0018750777296252714,0.26959090969860455
28,4496,6,6,134336,139,4096,9,0,4,262144,320,972376,0,0,4524,36,9,0.001034711211356514,0.26959090969860455
28,4928,6,6,121104,139,4096,9,0,5,262144,320,972376,0,0,4956,36,9,0.0011477643367325875,0.26959090969860455
84,85184,0,6,155648,181,86016,14,10,6,1048576,320,1192,0,0,85268,0,24,0.001162872874223413,878.940486169321
84,118736,0,6,192512,181,122880,14,10,8,1048576,16736,1192,0,0,118820,0,24,0.0009401962464872502,878.940486169321
28,4096,0,6,4128,52,0,14,10,2,1048576,1344,165300,0,0,4124,0,24,0.012593848389440542,6.343434099007266
0,0,0,6,662336,3845,643072,11,0,5,1048576,320,1281,0,0,0,0,11,0.005805201883633256,817.9219968798752
28,6704,6,6,93520,168,4096,9,0,5,262144,320,130152,0,0,6732,36,9,0.0017963879770318966,2.014121841217644
28,5424,6,6,86816,168,4096,9,0,4,262144,320,130152,0,0,5452,36,9,0.0019351048757731781,2.014121841217644
84,33088,10,10,0,0,192512,14,10,5,262144,49472,41424,0,0,33172,100,24,0.0,6.328159324079662
84,186256,10,10,0,0,135168,14,10,6,524288,49504,41424,0,0,186340,100,24,0.0,12.656318648159324
84,55088,10,10,63696,124,50032,14,10,6,262144,16736,1232,0,0,55172,100,24,0.0019467164858627565,212.6066504460665
28,10812,0,4,0,0,8192,8,0,3,1048576,34112,1624,0,0,10840,0,8,0.0,645.2775384615385
28,8496,0,4,0,0,8192,8,0,6,1048576,0,3167612,1,0,8524,0,8,0.0,0.3310303373549736
28,16384,0,4,0,0,32988,2,28,9,2097152,32768,1256,0,0,16412,0,30,0.0,1668.378679395386
28,196608,0,4,0,0,226464,2,25,9,2097152,32768,1256,0,0,196636,0,27,0.0,1668.378679395386
28,192512,1,4,0,0,226012,2,25,8,2097152,32768,1256,0,0,192540,4,27,0.0,1668.378679395386
28,4096,0,6,0,0,0,14,10,2,1048576,1344,115264,0,0,4124,0,24,0.0,9.097089315924174
28,4096,0,6,0,0,0,14,10,2,1048576,1344,4700,0,0,4124,0,24,0.0,223.05381833652413
84,1589452,0,6,1617920,212,1593344,14,10,8,1048576,16736,351440,1,0,1589536,0,24,0.00013103235572070577,2.983647326293745
28,4096,0,6,4128,64,0,14,10,2,1048576,16736,8911852,1,0,4124,0,24,0.015500121094696052,0.11766082766401106
84,60912,10,10,66176,168,54864,14,10,6,262144,16736,2856,0,0,60996,100,24,0.0025386463574958067,91.75498774938747
28,5456,6,6,71296,167,4096,9,0,5,262144,320,2856,0,0,5484,36,9,0.0023423145433889223,91.75498774938747
28,32768,0,4,0,0,49752,2,28,9,2097152,32768,1256,0,0,32796,0,30,0.0,1668.378679395386
84,7808,10,10,25696,112,32768,14,10,6,262144,16704,1056,0,0,7892,100,24,0.004358485426314356,248.00756859035005
84,29392,10,10,31760,112,25056,14,10,7,262144,16736,1056,0,0,29476,100,24,0.0035263373319479865,248.00756859035005
28,5040,6,6,0,0,4096,9,0,5,524288,33088,3848,0,0,5068,36,9,0.0,136.21408157963108
28,4096,0,6,0,0,0,14,10,2,1048576,1344,3007784,0,0,4124,0,24,0.0,0.34862066271359154
84,219376,10,10,0,0,757760,14,10,6,262144,49472,3467904,0,0,219460,100,24,0.0,0.0755914593969558
84,829568,10,10,0,0,654728,14,10,7,524288,49504,3467904,0,0,829652,100,24,0.0,0.1511829187939116
28,8880,6,6,717872,89,4096,9,0,4,262144,33088,3483832,0,0,8908,36,9,0.00012397736089809756,0.075245857077535
28,13648,6,6,1046048,89,4096,9,0,5,524288,33088,3483832,0,0,13676,36,9,8.508205638550393e-05,0.15049171415507
84,53680,10,10,138336,112,147456,14,10,5,262144,16704,1048,0,0,53764,100,24,0.0008096170944866521,249.89895138226882
84,153456,10,10,167616,112,110872,14,10,6,262144,16736,1048,0,0,153540,100,24,0.0006681899807298782,249.89895138226882
28,4960,6,6,226816,112,4096,9,0,5,262144,320,1048,0,0,4988,36,9,0.0004937901480047791,249.89895138226882
28,4512,6,6,184128,112,4096,9,0,4,262144,320,1048,0,0,4540,36,9,0.0006082692025699374,249.89895138226882
84,13312,10,10,0,0,24576,14,10,8,262144,16736,1128,0,0,13396,100,24,0.0,232.19131975199292
28,36952,0,4,0,0,8192,11,0,3,1048576,34144,1104,0,0,36980,0,11,0.0,948.937556561086
28,653780,0,4,0,0,8192,48,0,3,1048576,34144,1208,0,0,653808,0,48,0.0,867.3085194375517
28,81132,0,4,0,0,8192,48,0,3,1048576,34144,1604,0,0,81160,0,48,0.0,653.3183800623053
28,964560,0,5,1265856,43733,962560,10,0,6,1048576,320,64536,0,0,964588,0,10,0.03454813616387949,16.24767187814742
28,758752,0,5,953136,45311,757760,10,0,5,1048576,320,85704,0,0,758780,0,10,0.04753881131463787,12.234712093810163
56,139664,0,6,176048,146,139264,12,0,5,1048576,320,1712,0,0,139720,0,12,0.0008293145658311038,612.128429655575
56,143760,0,6,180144,146,143360,12,0,5,1048576,320,1712,0,0,143816,0,12,0.000810458241971745,612.128429655575
